text,label
"In May 2004, when the tenant took possession, the parties negotiated the rent to be paid from then until the casino opened: the fixturing period. The tenant proposed what it described as a “concept plan” and a “revised concept plan” in two letters it sent to the landlord early in the month for the landlord’s consideration. The tenant proposed to pay $145,833.33 in what became termed “Occupation Rent” each month. Payments for May and June were to be made on June 30 with all further payments being deferred until after the casino opened.",facts
"Section 1(1) of the Court Order Interest Act, R.S.B.C. 1996, c. 79, provides that a court must add to a pecuniary judgment an amount of interest calculated from the date on which the cause of action arose. Here, no demand for repayment was required for the cause of action to arise. It arose when the mistake was made and the invoices for the subject utility costs were paid. In my view, the judge made no error in his award of pre-judgment interest.

",outcome
I would dismiss the appeal. “The Honourable Mr. Justice Lowry”,outcome
Counsel for the Respondents: M. Buttery and A. Folino,counsel
"Counsel for the Appellant: J.J.L. Hunter, Q.C. and J.A. Henshall",counsel
 Edgewater Casino Inc. (Re),dec_name
COURT OF APPEAL FOR BRITISH COLUMBIA,court
"The Honourable Mr. Justice Mackenzie
",judge
The Honourable Mr. Justice Lowry,judge
The Honourable Madam Justice Neilson,judge
"Immediately after the renovations were completed, the property tax assessed value of the landlord’s parcel (including the leased premises) increased from $32,972,000 in 2004 to $59,600,000 in 2006 (reduced on appeal to $47,500,000).

",facts
"The Landlord will be solely responsible for the payment of all real property taxes for the Lands, except that commencing in 2005, and continuing in each calendar year thereafter, the Tenant will reimburse the Landlord for that portion of the increase in the property taxes assessed against the Lands over the amount of taxes that were payable for the Lands in 2004 which is solely attributable to the increase in the assessed value of the Lands as a result of the improvements made to the Lands and the Premises by the Tenant, determined using the principles and methods used by the British Columbia Assessment Authority in determining the assessed value of the Lands. [Emphasis added.]",facts
"The chambers judge concluded that the tenant did not participate in the appeals and I think that it was open to him to find that Mr. Jackson’s comment at the meeting was insufficient to amount to participation in the appeal within the terms of clause 3.05. In my view that clause contemplates more active tenant involvement and some attention to the cost exposure reflected in that active involvement. Those elements are lacking here. Furthermore, the engagement letter is a contract only with the landlord. Clause 3.05 does not contemplate the tenant’s liability for costs other than as a result of willing participation in the appeal and in my view there is no equitable basis for a cost-sharing obligation outside its terms.

",outcome
"Accordingly, I would not give effect to the landlord’s appeal on the assessment appeal costs issue.

",outcome
"In the result, I would allow the appeal on the property tax issue and dismiss the appeal on the issue of the costs of the assessment appeals.
""The Honourable Mr. Justice Mackenzie""",outcome
Canadian Metropolitan Properties Corp. Appellant (Applicant),counsel
"Libin Holdings Ltd., Gary Jackson Holdings Ltd. and Phoebe Holdings Ltd. Respondents (Respondents)",counsel
 R. v. Holmes,dec_name
COURT OF APPEAL FOR BRITISH COLUMBIA,court
The Honourable Mr. Justice Low,judge
The Honourable Mr. Justice Tysoe,judge
The Honourable Madam Justice D. Smith,judge
"The general practice of this Court is to exercise its discretion in favour of dismissing a sentence appeal where an offender has absconded and remains unlawfully at large at the time of the hearing of the appeal: R. v. Shaver, 1999 BCCA 85 at para. 2; R. v. Fontaine, and R. v. Dzambas (1973), 14 C.C.C. (2d) 364 at 365 (Ont. C.A.). Counsel for the appellant has been unable, for obvious reasons, to advise the Court of anything in the circumstances of this case or the circumstances of the appellant which might support a deviation from this practice. Accordingly, the sentence appeal is dismissed.",outcome
Counsel for the Appellant: E. Purtzki,counsel
Counsel for the (Crown) Respondent: M.T. Ainslie,counsel
" PHS Community Services Society v. Canada (Attorney General),",dec_name
COURT OF APPEAL FOR BRITISH COLUMBIA,court
The Honourable Madam Justice Rowles,judge
The Honourable Madam Justice Huddart,judge
The Honourable Madam Justice D. Smith,judge
"The doctrine of paramountcy is a constitutional doctrine of first recourse in double aspect matters. In my view, the trial judge correctly applied this doctrine in the face of an operational conflict between the supervised injection site program at Insite and s. 4(1) of the CDSA. The federal legislation is paramount and renders the provincial activity inoperable.

",outcome
"The trial judge also was correct in finding that the claimants’ s. 7 interests of the right to life, liberty and security of the person were engaged by the anticipated expiry of the s. 56 constitutional exemption for the staff and clientele of Insite. However, in my view, the trial judge erred in law in finding that s. 4(1) of the CDSA was arbitrary, disproportionate and overbroad and therefore did not accord with the
principles of fundamental justice. There was simply no evidence to support that finding in the context of meeting the state’s broader interests of health and public safety.",outcome
